22.00,43.00,59.00,7.00,0.00,0.00,0.00,1.00
28.00,47.00,110.00,25.00,1.00,0.00,0.00,3.00
24.00,46.00,55.00,46.00,1.00,1.00,0.00,3.00
23.00,42.00,49.00,68.00,3.00,1.00,0.00,5.00
16.00,29.00,46.00,49.00,16.00,0.00,0.00,4.00
10.00,21.00,40.00,39.00,19.00,0.00,0.00,2.00
13.00,29.00,38.00,17.00,15.00,1.00,0.00,1.00
11.00,23.00,41.00,17.00,11.00,0.00,0.00,1.00
10.00,21.00,7.00,7.00,4.00,0.00,0.00,0.00
6.00,16.00,3.00,3.00,0.00,0.00,0.00,0.00
3.00,7.00,2.00,3.00,0.00,0.00,0.00,0.00
3.00,4.00,1.00,3.00,1.00,0.00,0.00,0.00
3.00,4.00,1.00,2.00,0.00,0.00,0.00,0.00
2.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
3.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
4.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18.00,26.00,32.00,11.00,0.00,0.00,0.00,1.00
27.00,41.00,56.00,14.00,0.00,0.00,0.00,1.00
31.00,51.00,34.00,22.00,0.00,0.00,0.00,1.00
32.00,51.00,28.00,37.00,2.00,0.00,0.00,2.00
30.00,52.00,37.00,73.00,6.00,1.00,0.00,5.00
33.00,54.00,19.00,35.00,13.00,1.00,0.00,2.00
33.00,49.00,23.00,32.00,20.00,0.00,0.00,2.00
31.00,47.00,16.00,26.00,11.00,0.00,0.00,1.00
26.00,41.00,7.00,6.00,2.00,0.00,0.00,0.00
24.00,42.00,3.00,3.00,1.00,0.00,0.00,0.00
21.00,35.00,3.00,4.00,2.00,0.00,0.00,0.00
13.00,20.00,2.00,3.00,1.00,0.00,0.00,0.00
11.00,16.00,0.00,2.00,1.00,0.00,0.00,0.00
8.00,14.00,0.00,1.00,0.00,0.00,0.00,0.00
7.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00
6.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00
7.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00
6.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00
3.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00
2.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
4.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15.00,47.00,33.00,10.00,0.00,0.00,0.00,1.00
23.00,35.00,57.00,18.00,1.00,0.00,0.00,1.00
27.00,46.00,78.00,21.00,1.00,0.00,0.00,2.00
28.00,46.00,48.00,49.00,3.00,1.00,0.00,3.00
26.00,43.00,30.00,65.00,16.00,1.00,0.00,4.00
19.00,34.00,18.00,47.00,18.00,1.00,0.00,2.00
15.00,24.00,28.00,40.00,16.00,2.00,0.00,2.00
14.00,26.00,14.00,14.00,14.00,2.00,1.00,1.00
15.00,26.00,6.00,5.00,6.00,0.00,0.00,0.00
15.00,26.00,5.00,8.00,1.00,0.00,0.00,0.00
16.00,25.00,1.00,5.00,0.00,0.00,0.00,0.00
12.00,18.00,2.00,1.00,1.00,0.00,0.00,0.00
8.00,12.00,0.00,1.00,0.00,0.00,0.00,0.00
3.00,9.00,1.00,1.00,0.00,0.00,0.00,0.00
6.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00
7.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00
6.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00
3.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
2.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
3.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
14.00,20.00,5.00,1.00,0.00,0.00,0.00,0.00
24.00,43.00,27.00,3.00,0.00,0.00,0.00,0.00
27.00,47.00,49.00,12.00,0.00,0.00,0.00,1.00
26.00,48.00,111.00,31.00,1.00,0.00,0.00,3.00
19.00,37.00,103.00,46.00,2.00,0.00,0.00,3.00
10.00,20.00,55.00,59.00,8.00,2.00,0.00,5.00
8.00,20.00,38.00,46.00,21.00,2.00,0.00,3.00
16.00,28.00,22.00,39.00,21.00,2.00,0.00,2.00
19.00,31.00,19.00,23.00,11.00,1.00,0.00,1.00
14.00,26.00,20.00,9.00,5.00,0.00,0.00,0.00
11.00,20.00,3.00,3.00,3.00,0.00,0.00,0.00
